"url","section_title","h_level","text"
"https://books.toscrape.com","Full Page","0","Home All products All products 1000 results - showing 1 to 20 . Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. A Light in the ... Â£51.77 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket Soumission Â£50.10 In stock Add to basket Sharp Objects Â£47.82 In stock Add to basket Sapiens: A Brief History ... Â£54.23 In stock Add to basket The Requiem Red Â£22.65 In stock Add to basket The Dirty Little Secrets ... Â£33.34 In stock Add to basket The Coming Woman: A ... Â£17.93 In stock Add to basket The Boys in the ... Â£22.60 In stock Add to basket The Black Maria Â£52.15 In stock Add to basket Starving Hearts (Triangular Trade ... Â£13.99 In stock Add to basket Shakespeare's Sonnets Â£20.66 In stock Add to basket Set Me Free Â£17.46 In stock Add to basket Scott Pilgrim's Precious Little ... Â£52.29 In stock Add to basket Rip it Up and ... Â£35.02 In stock Add to basket Our Band Could Be ... Â£57.25 In stock Add to basket Olio Â£23.88 In stock Add to basket Mesaerion: The Best Science ... Â£37.59 In stock Add to basket Libertarianism for Beginners Â£51.33 In stock Add to basket It's Only the Himalayas Â£45.17 In stock Add to basket Page 1 of 50 next"
"https://books.toscrape.com/index.html","Full Page","0","Home All products All products 1000 results - showing 1 to 20 . Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. A Light in the ... Â£51.77 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket Soumission Â£50.10 In stock Add to basket Sharp Objects Â£47.82 In stock Add to basket Sapiens: A Brief History ... Â£54.23 In stock Add to basket The Requiem Red Â£22.65 In stock Add to basket The Dirty Little Secrets ... Â£33.34 In stock Add to basket The Coming Woman: A ... Â£17.93 In stock Add to basket The Boys in the ... Â£22.60 In stock Add to basket The Black Maria Â£52.15 In stock Add to basket Starving Hearts (Triangular Trade ... Â£13.99 In stock Add to basket Shakespeare's Sonnets Â£20.66 In stock Add to basket Set Me Free Â£17.46 In stock Add to basket Scott Pilgrim's Precious Little ... Â£52.29 In stock Add to basket Rip it Up and ... Â£35.02 In stock Add to basket Our Band Could Be ... Â£57.25 In stock Add to basket Olio Â£23.88 In stock Add to basket Mesaerion: The Best Science ... Â£37.59 In stock Add to basket Libertarianism for Beginners Â£51.33 In stock Add to basket It's Only the Himalayas Â£45.17 In stock Add to basket Page 1 of 50 next"
"https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html","Full Page","0","Home Books Poetry A Light in the Attic A Light in the Attic Â£51.77 In stock (22 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description It's hard to imagine a world without A Light in the Attic. This now-classic collection of poetry and drawings from Shel Silverstein celebrates its 20th anniversary with this special edition. Silverstein's humorous and creative verse can amuse the dowdiest of readers. Lemon-faced adults and fidgety kids sit still and read these rhythmic words and laugh and smile and love th It's hard to imagine a world without A Light in the Attic. This now-classic collection of poetry and drawings from Shel Silverstein celebrates its 20th anniversary with this special edition. Silverstein's humorous and creative verse can amuse the dowdiest of readers. Lemon-faced adults and fidgety kids sit still and read these rhythmic words and laugh and smile and love that Silverstein. Need proof of his genius? RockabyeRockabye baby, in the treetopDon't you know a treetopIs no safe place to rock?And who put you up there,And your cradle, too?Baby, I think someone down here'sGot it in for you. Shel, you never sounded so good. ...more Product Information UPC a897fe39b1053632 Product Type Books Price (excl. tax) Â£51.77 Price (incl. tax) Â£51.77 Tax Â£0.00 Availability In stock (22 available) Number of reviews 0"
"https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html","Full Page","0","Home Books Historical Fiction Tipping the Velvet Tipping the Velvet Â£53.74 In stock (20 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description ""Erotic and absorbing...Written with starling power.""--""The New York Times Book Review "" Nan King, an oyster girl, is captivated by the music hall phenomenon Kitty Butler, a male impersonator extraordinaire treading the boards in Canterbury. Through a friend at the box office, Nan manages to visit all her shows and finally meet her heroine. Soon after, she becomes Kitty's ""Erotic and absorbing...Written with starling power.""--""The New York Times Book Review "" Nan King, an oyster girl, is captivated by the music hall phenomenon Kitty Butler, a male impersonator extraordinaire treading the boards in Canterbury. Through a friend at the box office, Nan manages to visit all her shows and finally meet her heroine. Soon after, she becomes Kitty's dresser and the two head for the bright lights of Leicester Square where they begin a glittering career as music-hall stars in an all-singing and dancing double act. At the same time, behind closed doors, they admit their attraction to each other and their affair begins. ...more Product Information UPC 90fa61229261140a Product Type Books Price (excl. tax) Â£53.74 Price (incl. tax) Â£53.74 Tax Â£0.00 Availability In stock (20 available) Number of reviews 0 Products you recently viewed A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/soumission_998/index.html","Full Page","0","Home Books Fiction Soumission Soumission Â£50.10 In stock (20 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description Dans une France assez proche de la nÃ´tre, un homme sâengage dans la carriÃ¨re universitaire. Peu motivÃ© par lâenseignement, il sâattend Ã une vie ennuyeuse mais calme, protÃ©gÃ©e des grands drames historiques. Cependant les forces en jeu dans le pays ont fissurÃ© le systÃ¨me politique jusquâÃ provoquer son effondrement. Cette implosion sans soubresauts, sans vraie rÃ©volution, s Dans une France assez proche de la nÃ´tre, un homme sâengage dans la carriÃ¨re universitaire. Peu motivÃ© par lâenseignement, il sâattend Ã une vie ennuyeuse mais calme, protÃ©gÃ©e des grands drames historiques. Cependant les forces en jeu dans le pays ont fissurÃ© le systÃ¨me politique jusquâÃ provoquer son effondrement. Cette implosion sans soubresauts, sans vraie rÃ©volution, se dÃ©veloppe comme un mauvais rÃªve.Le talent de lâauteur, sa force visionnaire nous entraÃ®nent sur un terrain ambigu et glissant ; son regard sur notre civilisation vieillissante fait coexister dans ce roman les intuitions poÃ©tiques, les effets comiques, une mÃ©lancolie fataliste.Ce livre est une saisissante fable politique et morale. ...more Product Information UPC 6957f44c3847a760 Product Type Books Price (excl. tax) Â£50.10 Price (incl. tax) Â£50.10 Tax Â£0.00 Availability In stock (20 available) Number of reviews 0 Products you recently viewed Tipping the Velvet Â£53.74 In stock Add to basket A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/sharp-objects_997/index.html","Full Page","0","Home Books Mystery Sharp Objects Sharp Objects Â£47.82 In stock (20 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description WICKED above her hipbone, GIRL across her heart Words are like a road map to reporter Camille Preakerâs troubled past. Fresh from a brief stay at a psych hospital, Camilleâs first assignment from the second-rate daily paper where she works brings her reluctantly back to her hometown to cover the murders of two preteen girls. NASTY on her kneecap, BABYDOLL on her leg Since WICKED above her hipbone, GIRL across her heart Words are like a road map to reporter Camille Preakerâs troubled past. Fresh from a brief stay at a psych hospital, Camilleâs first assignment from the second-rate daily paper where she works brings her reluctantly back to her hometown to cover the murders of two preteen girls. NASTY on her kneecap, BABYDOLL on her leg Since she left town eight years ago, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed again in her familyâs Victorian mansion, Camille is haunted by the childhood tragedy she has spent her whole life trying to cut from her memory. HARMFUL on her wrist, WHORE on her ankle As Camille works to uncover the truth about these violent crimes, she finds herself identifying with the young victimsâa bit too strongly. Clues keep leading to dead ends, forcing Camille to unravel the psychological puzzle of her own past to get at the story. Dogged by her own demons, Camille will have to confront what happened to her years before if she wants to survive this homecoming.With its taut, crafted writing, Sharp Objects is addictive, haunting, and unforgettable. ...more Product Information UPC e00eb4fd7b871a48 Product Type Books Price (excl. tax) Â£47.82 Price (incl. tax) Â£47.82 Tax Â£0.00 Availability In stock (20 available) Number of reviews 0 Products you recently viewed Soumission Â£50.10 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html","Full Page","0","Home Books History Sapiens: A Brief History of Humankind Sapiens: A Brief History of Humankind Â£54.23 In stock (20 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description From a renowned historian comes a groundbreaking narrative of humanityâs creation and evolutionâa #1 international bestsellerâthat explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be âhuman.âOne hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only oneâh From a renowned historian comes a groundbreaking narrative of humanityâs creation and evolutionâa #1 international bestsellerâthat explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be âhuman.âOne hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only oneâhomo sapiens. What happened to the others? And what may happen to us?Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas.Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become?Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem. ...more Product Information UPC 4165285e1663650f Product Type Books Price (excl. tax) Â£54.23 Price (incl. tax) Â£54.23 Tax Â£0.00 Availability In stock (20 available) Number of reviews 0 Products you recently viewed Sharp Objects Â£47.82 In stock Add to basket Soumission Â£50.10 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/the-requiem-red_995/index.html","Full Page","0","Home Books Young Adult The Requiem Red The Requiem Red Â£22.65 In stock (19 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description Patient Twenty-nine.A monster roams the halls of Soothing Hills Asylum. Three girls dead. 29 is endowed with the curseâ¦or gift of perception. She hears messages in music, sees lyrics in paintings. And the corn. A lifetime asylum resident, the orchestral corn music is the only constant in her life.Mason, a new, kind orderly, sees 29 as a woman, not a lunatic. And as his bel Patient Twenty-nine.A monster roams the halls of Soothing Hills Asylum. Three girls dead. 29 is endowed with the curseâ¦or gift of perception. She hears messages in music, sees lyrics in paintings. And the corn. A lifetime asylum resident, the orchestral corn music is the only constant in her life.Mason, a new, kind orderly, sees 29 as a woman, not a lunatic. And as his belief in her grows, so does her self- confidence. That perhaps she might escape, might see the outside world. But the monster has other plans. The missing girls share one common thread...each was twenty-nine's cell mate. Will she be next? ...more Product Information UPC f77dbf2323deb740 Product Type Books Price (excl. tax) Â£22.65 Price (incl. tax) Â£22.65 Tax Â£0.00 Availability In stock (19 available) Number of reviews 0 Products you recently viewed Sapiens: A Brief History ... Â£54.23 In stock Add to basket Sharp Objects Â£47.82 In stock Add to basket Soumission Â£50.10 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html","Full Page","0","Home Books Business The Dirty Little Secrets of Getting Your Dream Job The Dirty Little Secrets of Getting Your Dream Job Â£33.34 In stock (19 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description Drawing on his extensive experience evaluating applicants for his marketing agency, and featuring stories based on real-life situations, sample cover letters, resumes, and straightforward advice, Don Raskinâs The Dirty Little Secrets of Getting Your Dream Job offers all the necessary tools for navigating the tough job market and securing your dream job.Don Raskin owns and Drawing on his extensive experience evaluating applicants for his marketing agency, and featuring stories based on real-life situations, sample cover letters, resumes, and straightforward advice, Don Raskinâs The Dirty Little Secrets of Getting Your Dream Job offers all the necessary tools for navigating the tough job market and securing your dream job.Don Raskin owns and operates MME, an advertising and marketing agency in New York City. During his twenty-five years at the agency he has interviewed hundreds of new college graduates for positions within his agency and has placed a strong emphasis on entry-level recruitment for positions in creative, account management, traffic, and production. Raskin has also mentored countless students and their parents on best practices for the job search. Over the years, Raskin has kept exceptionally detailed notes on the interviews he has conducted, observing the good, the bad, the ridiculous, the irreverent. He also has a treasure trove of over-the-top cover letters, resumes, interviews, and post interview follow-ups he has conducted and received. Now, he wants to share all the wisdom and insider secrets he has gathered to help students and first-time job seekers find a job in this economy.Based on his remarkable expertise, Raskin's book provides exclusive insight into the job search process and lets readers in on all of the dirty little secrets to landing their first jobâor a new oneâand finding career success. ...more Product Information UPC 2597b5a345f45e1b Product Type Books Price (excl. tax) Â£33.34 Price (incl. tax) Â£33.34 Tax Â£0.00 Availability In stock (19 available) Number of reviews 0 Products you recently viewed The Requiem Red Â£22.65 In stock Add to basket Sapiens: A Brief History ... Â£54.23 In stock Add to basket Sharp Objects Â£47.82 In stock Add to basket Soumission Â£50.10 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket A Light in the ... Â£51.77 In stock Add to basket"
"https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html","Full Page","0","Home Books Default The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull Â£17.93 In stock (19 available) Warning! This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning. Product Description ""If you have a heart, if you have a soul, Karen Hicks' The Coming Woman will make you fall in love with Victoria Woodhull.""-Kinky Friedman, author and Governor of the Heart of Texas ""What kind of confidence would it take for a woman to buck the old boy's club of politics in 1872? More than 140 years pre-Hillary, there was Victoria Woodhull. This book takes you back with a ""If you have a heart, if you have a soul, Karen Hicks' The Coming Woman will make you fall in love with Victoria Woodhull.""-Kinky Friedman, author and Governor of the Heart of Texas ""What kind of confidence would it take for a woman to buck the old boy's club of politics in 1872? More than 140 years pre-Hillary, there was Victoria Woodhull. This book takes you back with a breathtaking, present-tense bird's eye view into a time when women's liberation was primarily confined to one woman's very capable, independent mind. I couldn't put it down.""---Ruth Buzzi, Golden Globe Award winner and Television Hall of Fame inductee""Sadly, too many Americans have never heard of Victoria Woodhull, let alone learned of her story: her revolutionary campaign for the presidency at a time when women weren't even allowed to vote, her support for worker's rights, or her feminist commitment to equality, a century before the official battle over the Equal Rights Amendment. But in The Coming Woman, Karen Hicks brings Woodhull's efforts to life, and reminds us that some of our nation's greatest figures aren't always featured in the history books. It is a riveting account of an amazing woman and her struggle for justice and human dignity, told in an engaging and eminently readable style.""-Tim Wise, author, ""White Like Me: Reflections on Race from a Privileged Son""""The Coming Woman"" is a novel based on the life of feminist Victoria Woodhull, the first woman to run for U.S. President, 50 years before women could even vote!Running for President wasn't Victoria's only first as a woman. She was also the first to own a successful Wall Street firm, the first to publish a successful national newspaper, and the first to head the two-million-member Spiritualist Association. She was the first woman to enter the Senate Judiciary Committee chambers to petition for woman's suffrage, her argument changing the entire focus of the suffragist movement by pointing out that the 14th and 15th Amendments already gave women the vote.In her campaign for the Presidency, Victoria Woodhull boldly addressed many of the issues we still face today: equal pay for equal work; freedom in love; corporate greed and political corruption fueled by powerful lobbyists; and the increasing disparity between the rich and the poor, to name only a few. Her outspoken and common-sense ideas may shed a new perspective on the parallel conundrums of today's world.This bold, beautiful, and sexually progressive woman dared to take on society and religion. To make an example of the hypocrisy in what Mark Twain dubbed The Gilded Age, she exposed the extramarital affairs of the most popular religious figure of the day (Henry Ward Beecher). This led to her persecution and imprisonment and the longest, most infamous trial of the 19th century. But it did not stop her fight for equality.Victoria's epic story, set in the late 1800s, comes to life in a modern, fictional style, while staying true to the actual words and views of the many well-known characters. ...more Product Information UPC e72a5dfc7e9267b2 Product Type Books Price (excl. tax) Â£17.93 Price (incl. tax) Â£17.93 Tax Â£0.00 Availability In stock (19 available) Number of reviews 0 Products you recently viewed The Dirty Little Secrets ... Â£33.34 In stock Add to basket The Requiem Red Â£22.65 In stock Add to basket Sapiens: A Brief History ... Â£54.23 In stock Add to basket Sharp Objects Â£47.82 In stock Add to basket Soumission Â£50.10 In stock Add to basket Tipping the Velvet Â£53.74 In stock Add to basket"
